Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Halt Time,Departure Time,Distance,Distance Traveled,Distance to Next Station,Distance to Destination,Platform Number,Source Station,Source Station Name,Destination Station,Destination Station Name,Coach Count,Coaches
20628,Nagercoil-Chennai Egmore Vande Bharat Express,5,DG,Dindigul Junction,17:53:00,2,17:55:00,296,296.0,94.0,430.0,2,NCJ,Nagercoil,MS,Chennai Egmore,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20628,Nagercoil-Chennai Egmore Vande Bharat Express,6,TPJ,Tiruchchirappalli Junction,18:55:00,5,19:00:00,390,390.0,178.0,336.0,8,NCJ,Nagercoil,MS,Chennai Egmore,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20628,Nagercoil-Chennai Egmore Vande Bharat Express,7,VM,Villupuram Junction,20:58:00,2,21:00:00,568,568.0,133.0,158.0,5,NCJ,Nagercoil,MS,Chennai Egmore,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20628,Nagercoil-Chennai Egmore Vande Bharat Express,8,TBM,Tambaram,22:28:00,2,22:30:00,701,701.0,25.0,25.0,7,NCJ,Nagercoil,MS,Chennai Egmore,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20628,Nagercoil-Chennai Egmore Vande Bharat Express,9,MS,Chennai Egmore,23:00:00,0,--:--:--,726,726.0,0.0,0.0,1,NCJ,Nagercoil,MS,Chennai Egmore,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20631,Mangaluru-Thiruvananthapuram Vande Bharat Express,1,MAQ,Mangaluru Central,--:--:--,0,06:25:00,0,0.0,46.0,620.0,1,MAQ,Mangaluru,TVC,Thiruvananthapuram,21,"C1, C20, E1, E2, C18, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20631,Mangaluru-Thiruvananthapuram Vande Bharat Express,2,KGQ,Kasaragod,06:58:00,2,07:00:00,46,46.0,85.0,574.0,3,MAQ,Mangaluru,TVC,Thiruvananthapuram,21,"C1, C20, E1, E2, C18, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20631,Mangaluru-Thiruvananthapuram Vande Bharat Express,3,CAN,Kannur,07:55:00,2,07:57:00,131,131.0,90.0,489.0,2,MAQ,Mangaluru,TVC,Thiruvananthapuram,21,"C1, C20, E1, E2, C18, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20631,Mangaluru-Thiruvananthapuram Vande Bharat Express,4,CLT,Kozhikode Main,08:57:00,2,08:59:00,221,221.0,41.0,399.0,3,MAQ,Mangaluru,TVC,Thiruvananthapuram,21,"C1, C20, E1, E2, C18, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20631,Mangaluru-Thiruvananthapuram Vande Bharat Express,5,TIR,Tirur,09:22:00,2,09:24:00,262,262.0,45.0,358.0,3,MAQ,Mangaluru,TVC,Thiruvananthapuram,21,"C1, C20, E1, E2, C18, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20631,Mangaluru-Thiruvananthapuram Vande Bharat Express,6,SRR,Shoranur Junction,09:58:00,2,10:00:00,307,307.0,34.0,313.0,5,MAQ,Mangaluru,TVC,Thiruvananthapuram,21,"C1, C20, E1, E2, C18, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20631,Mangaluru-Thiruvananthapuram Vande Bharat Express,7,TCR,Thrissur,10:38:00,2,10:40:00,341,341.0,74.0,279.0,3,MAQ,Mangaluru,TVC,Thiruvananthapuram,21,"C1, C20, E1, E2, C18, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20631,Mangaluru-Thiruvananthapuram Vande Bharat Express,8,ERS,Ernakulam Junction,11:45:00,3,11:48:00,415,415.0,57.0,205.0,1,MAQ,Mangaluru,TVC,Thiruvananthapuram,21,"C1, C20, E1, E2, C18, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20631,Mangaluru-Thiruvananthapuram Vande Bharat Express,9,ALLP,Alappuzha,12:38:00,2,12:40:00,472,472.0,84.0,148.0,1,MAQ,Mangaluru,TVC,Thiruvananthapuram,21,"C1, C20, E1, E2, C18, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20631,Mangaluru-Thiruvananthapuram Vande Bharat Express,10,QLN,Kollam Junction,13:40:00,2,13:42:00,556,556.0,64.0,64.0,1,MAQ,Mangaluru,TVC,Thiruvananthapuram,21,"C1, C20, E1, E2, C18, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20631,Mangaluru-Thiruvananthapuram Vande Bharat Express,11,TVC,Thiruvananthapuram Central,15:05:00,0,--:--:--,620,620.0,0.0,0.0,1,MAQ,Mangaluru,TVC,Thiruvananthapuram,21,"C1, C20, E1, E2, C18, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20632,Thiruvananthapuram-Mangaluru Vande Bharat Express,1,TVC,Thiruvananthapuram Central,--:--:--,0,16:05:00,0,0.0,64.0,621.0,1,TVC,Thiruvananthapuram,MAQ,Mangaluru,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20632,Thiruvananthapuram-Mangaluru Vande Bharat Express,2,QLN,Kollam Junction,16:53:00,2,16:55:00,64,64.0,85.0,557.0,1,TVC,Thiruvananthapuram,MAQ,Mangaluru,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20632,Thiruvananthapuram-Mangaluru Vande Bharat Express,3,ALLP,Alappuzha,17:55:00,2,17:57:00,149,149.0,57.0,472.0,1,TVC,Thiruvananthapuram,MAQ,Mangaluru,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20632,Thiruvananthapuram-Mangaluru Vande Bharat Express,4,ERS,Ernakulam Junction,18:42:00,3,18:45:00,206,206.0,74.0,415.0,1,TVC,Thiruvananthapuram,MAQ,Mangaluru,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20632,Thiruvananthapuram-Mangaluru Vande Bharat Express,5,TCR,Thrissur,19:56:00,2,19:58:00,280,280.0,34.0,341.0,3,TVC,Thiruvananthapuram,MAQ,Mangaluru,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20632,Thiruvananthapuram-Mangaluru Vande Bharat Express,6,SRR,Shoranur Junction,20:30:00,2,20:32:00,314,314.0,45.0,307.0,6,TVC,Thiruvananthapuram,MAQ,Mangaluru,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20632,Thiruvananthapuram-Mangaluru Vande Bharat Express,7,TIR,Tirur,21:02:00,2,21:04:00,359,359.0,41.0,262.0,1,TVC,Thiruvananthapuram,MAQ,Mangaluru,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20632,Thiruvananthapuram-Mangaluru Vande Bharat Express,8,CLT,Kozhikode Main,21:32:00,2,21:34:00,400,400.0,89.0,221.0,4,TVC,Thiruvananthapuram,MAQ,Mangaluru,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20632,Thiruvananthapuram-Mangaluru Vande Bharat Express,9,CAN,Kannur,22:36:00,2,22:38:00,489,489.0,86.0,132.0,1,TVC,Thiruvananthapuram,MAQ,Mangaluru,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20632,Thiruvananthapuram-Mangaluru Vande Bharat Express,10,KGQ,Kasaragod,23:46:00,2,23:48:00,575,575.0,46.0,46.0,2,TVC,Thiruvananthapuram,MAQ,Mangaluru,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20632,Thiruvananthapuram-Mangaluru Vande Bharat Express,11,MAQ,Mangaluru Central,00:40:00,0,--:--:--,621,621.0,0.0,0.0,5,TVC,Thiruvananthapuram,MAQ,Mangaluru,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20633,Kasaragod-Thiruvananthapuram Vande Bharat Express,1,KGQ,Kasaragod,--:--:--,0,14:30:00,0,0.0,86.0,585.0,3,KGQ,Kasaragod,TVC,Thiruvananthapuram,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20633,Kasaragod-Thiruvananthapuram Vande Bharat Express,2,CAN,Kannur,15:28:00,2,15:30:00,86,86.0,89.0,499.0,3,KGQ,Kasaragod,TVC,Thiruvananthapuram,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20633,Kasaragod-Thiruvananthapuram Vande Bharat Express,3,CLT,Kozhikode Main,16:28:00,2,16:30:00,175,175.0,86.0,410.0,3,KGQ,Kasaragod,TVC,Thiruvananthapuram,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20633,Kasaragod-Thiruvananthapuram Vande Bharat Express,4,SRR,Shoranur Junction,17:28:00,2,17:30:00,261,261.0,34.0,324.0,6,KGQ,Kasaragod,TVC,Thiruvananthapuram,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20633,Kasaragod-Thiruvananthapuram Vande Bharat Express,5,TCR,Thrissur,18:10:00,3,18:13:00,295,295.0,72.0,290.0,1,KGQ,Kasaragod,TVC,Thiruvananthapuram,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20633,Kasaragod-Thiruvananthapuram Vande Bharat Express,6,ERN,Ernakulam Town,19:17:00,3,19:20:00,367,367.0,59.0,218.0,2,KGQ,Kasaragod,TVC,Thiruvananthapuram,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20633,Kasaragod-Thiruvananthapuram Vande Bharat Express,7,KTYM,Kottayam,20:10:00,3,20:13:00,426,426.0,34.0,159.0,1,KGQ,Kasaragod,TVC,Thiruvananthapuram,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20633,Kasaragod-Thiruvananthapuram Vande Bharat Express,8,CNGR,Chengannur,20:46:00,2,20:48:00,460,460.0,61.0,125.0,1,KGQ,Kasaragod,TVC,Thiruvananthapuram,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20633,Kasaragod-Thiruvananthapuram Vande Bharat Express,9,QLN,Kollam Junction,21:34:00,2,21:36:00,521,521.0,64.0,64.0,5,KGQ,Kasaragod,TVC,Thiruvananthapuram,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20633,Kasaragod-Thiruvananthapuram Vande Bharat Express,10,TVC,Thiruvananthapuram Central,22:40:00,0,--:--:--,585,585.0,0.0,0.0,4,KGQ,Kasaragod,TVC,Thiruvananthapuram,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
20634,Thiruvananthapuram-Kasaragod Vande Bharat Express,1,TVC,Thiruvananthapuram Central,--:--:--,0,05:15:00,0,0.0,64.0,587.0,4,TVC,Thiruvananthapuram,KGQ,Kasaragod,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20634,Thiruvananthapuram-Kasaragod Vande Bharat Express,2,QLN,Kollam Junction,06:03:00,2,06:05:00,64,64.0,62.0,523.0,2,TVC,Thiruvananthapuram,KGQ,Kasaragod,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20634,Thiruvananthapuram-Kasaragod Vande Bharat Express,3,CNGR,Chengannur,06:53:00,2,06:55:00,126,126.0,34.0,461.0,3,TVC,Thiruvananthapuram,KGQ,Kasaragod,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20634,Thiruvananthapuram-Kasaragod Vande Bharat Express,4,KTYM,Kottayam,07:24:00,3,07:27:00,160,160.0,60.0,427.0,1,TVC,Thiruvananthapuram,KGQ,Kasaragod,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20634,Thiruvananthapuram-Kasaragod Vande Bharat Express,5,ERN,Ernakulam Town,08:25:00,3,08:28:00,220,220.0,71.0,367.0,1,TVC,Thiruvananthapuram,KGQ,Kasaragod,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20634,Thiruvananthapuram-Kasaragod Vande Bharat Express,6,TCR,Thrissur,09:30:00,3,09:33:00,291,291.0,35.0,296.0,2,TVC,Thiruvananthapuram,KGQ,Kasaragod,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20634,Thiruvananthapuram-Kasaragod Vande Bharat Express,7,SRR,Shoranur Junction,10:02:00,2,10:04:00,326,326.0,86.0,261.0,4,TVC,Thiruvananthapuram,KGQ,Kasaragod,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20634,Thiruvananthapuram-Kasaragod Vande Bharat Express,8,CLT,Kozhikode Main,11:03:00,2,11:05:00,412,412.0,89.0,175.0,4,TVC,Thiruvananthapuram,KGQ,Kasaragod,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20634,Thiruvananthapuram-Kasaragod Vande Bharat Express,9,CAN,Kannur,12:03:00,2,12:05:00,501,501.0,86.0,86.0,1,TVC,Thiruvananthapuram,KGQ,Kasaragod,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20634,Thiruvananthapuram-Kasaragod Vande Bharat Express,10,KGQ,Kasaragod,13:20:00,0,--:--:--,587,587.0,0.0,0.0,3,TVC,Thiruvananthapuram,KGQ,Kasaragod,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
20641,Bengaluru Cantonment-Coimbatore Vande Bharat Express,1,BNC,Bengaluru Cantt,--:--:--,0,14:20:00,0,0.0,55.0,374.0,1,SBC,Bengaluru Cantonment,CBE,Coimbatore,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20641,Bengaluru Cantonment-Coimbatore Vande Bharat Express,2,HSRA,Hosur,15:10:00,2,15:12:00,55,55.0,92.0,319.0,3,SBC,Bengaluru Cantonment,CBE,Coimbatore,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20641,Bengaluru Cantonment-Coimbatore Vande Bharat Express,3,DPJ,Dharmapuri,16:22:00,2,16:24:00,147,147.0,67.0,227.0,1,SBC,Bengaluru Cantonment,CBE,Coimbatore,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20641,Bengaluru Cantonment-Coimbatore Vande Bharat Express,4,SA,Salem Junction,17:52:00,3,17:55:00,214,214.0,59.0,160.0,4,SBC,Bengaluru Cantonment,CBE,Coimbatore,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20641,Bengaluru Cantonment-Coimbatore Vande Bharat Express,5,ED,Erode Junction,18:47:00,3,18:50:00,273,273.0,51.0,101.0,1,SBC,Bengaluru Cantonment,CBE,Coimbatore,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20641,Bengaluru Cantonment-Coimbatore Vande Bharat Express,6,TUP,Tiruppur,19:28:00,2,19:30:00,324,324.0,50.0,50.0,1,SBC,Bengaluru Cantonment,CBE,Coimbatore,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20641,Bengaluru Cantonment-Coimbatore Vande Bharat Express,7,CBE,Coimbatore Junction,20:40:00,0,--:--:--,374,374.0,0.0,0.0,1,SBC,Bengaluru Cantonment,CBE,Coimbatore,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20642,Coimbatore-Bengaluru Cantonment Vande Bharat Express,1,CBE,Coimbatore Junction,--:--:--,0,07:25:00,0,0.0,50.0,373.0,6,CBE,Coimbatore,SBC,Bengaluru Cantonment,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20642,Coimbatore-Bengaluru Cantonment Vande Bharat Express,2,TUP,Tiruppur,08:03:00,2,08:05:00,50,50.0,51.0,323.0,2,CBE,Coimbatore,SBC,Bengaluru Cantonment,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20642,Coimbatore-Bengaluru Cantonment Vande Bharat Express,3,ED,Erode Junction,08:42:00,3,08:45:00,101,101.0,59.0,272.0,1,CBE,Coimbatore,SBC,Bengaluru Cantonment,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20642,Coimbatore-Bengaluru Cantonment Vande Bharat Express,4,SA,Salem Junction,09:32:00,3,09:35:00,160,160.0,67.0,213.0,5,CBE,Coimbatore,SBC,Bengaluru Cantonment,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20642,Coimbatore-Bengaluru Cantonment Vande Bharat Express,5,DPJ,Dharmapuri,10:51:00,2,10:53:00,227,227.0,92.0,146.0,1,CBE,Coimbatore,SBC,Bengaluru Cantonment,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20642,Coimbatore-Bengaluru Cantonment Vande Bharat Express,6,HSRA,Hosur,12:03:00,2,12:05:00,319,319.0,54.0,54.0,3,CBE,Coimbatore,SBC,Bengaluru Cantonment,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20642,Coimbatore-Bengaluru Cantonment Vande Bharat Express,7,BNC,Bengaluru Cantt,13:50:00,0,--:--:--,373,373.0,0.0,0.0,1,CBE,Coimbatore,SBC,Bengaluru Cantonment,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20643,MGR Chennai Central-Coimbatore Vande Bharat Express,1,MAS,MGR Chennai Central,--:--:--,0,14:15:00,0,0.0,345.0,505.0,2,MAS,MGR Chennai,CBE,Coimbatore,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20643,MGR Chennai Central-Coimbatore Vande Bharat Express,2,SA,Salem Junction,17:43:00,2,17:45:00,345,345.0,59.0,160.0,4,MAS,MGR Chennai,CBE,Coimbatore,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20643,MGR Chennai Central-Coimbatore Vande Bharat Express,3,ED,Erode Junction,18:37:00,3,18:40:00,404,404.0,50.0,101.0,2,MAS,MGR Chennai,CBE,Coimbatore,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20643,MGR Chennai Central-Coimbatore Vande Bharat Express,4,TUP,Tiruppur,19:18:00,2,19:20:00,454,454.0,51.0,51.0,1,MAS,MGR Chennai,CBE,Coimbatore,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20643,MGR Chennai Central-Coimbatore Vande Bharat Express,5,CBE,Coimbatore Junction,20:15:00,0,--:--:--,505,505.0,0.0,0.0,2,MAS,MGR Chennai,CBE,Coimbatore,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20644,Coimbatore-MGR Chennai Central Vande Bharat Express,1,CBE,Coimbatore Junction,--:--:--,0,06:00:00,0,0.0,50.0,505.0,3,CBE,Coimbatore,MAS,MGR Chennai,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20644,Coimbatore-MGR Chennai Central Vande Bharat Express,2,TUP,Tiruppur,06:33:00,2,06:35:00,50,50.0,51.0,455.0,2,CBE,Coimbatore,MAS,MGR Chennai,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20644,Coimbatore-MGR Chennai Central Vande Bharat Express,3,ED,Erode Junction,07:12:00,3,07:15:00,101,101.0,59.0,404.0,1,CBE,Coimbatore,MAS,MGR Chennai,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20644,Coimbatore-MGR Chennai Central Vande Bharat Express,4,SA,Salem Junction,08:03:00,2,08:05:00,160,160.0,345.0,345.0,5,CBE,Coimbatore,MAS,MGR Chennai,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20644,Coimbatore-MGR Chennai Central Vande Bharat Express,5,MAS,MGR Chennai Central,11:50:00,0,--:--:--,505,505.0,0.0,0.0,3,CBE,Coimbatore,MAS,MGR Chennai,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20645,Madgaon-Mangaluru Central Vande Bharat Express,1,MAO,Madgaon Junction,--:--:--,0,18:10:00,0,0.0,59.0,321.0,1,MAO,Madgaon,MAQ,Mangaluru,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20645,Madgaon-Mangaluru Central Vande Bharat Express,2,KAWR,Karwar,18:55:00,2,18:57:00,59,59.0,190.0,262.0,1,MAO,Madgaon,MAQ,Mangaluru,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20645,Madgaon-Mangaluru Central Vande Bharat Express,3,UD,Udupi,21:12:00,2,21:14:00,249,249.0,72.0,72.0,1,MAO,Madgaon,MAQ,Mangaluru,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20645,Madgaon-Mangaluru Central Vande Bharat Express,4,MAQ,Mangaluru Central,22:45:00,0,--:--:--,321,321.0,0.0,0.0,1,MAO,Madgaon,MAQ,Mangaluru,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20646,Mangaluru Central-Madgaon Vande Bharat Express,1,MAQ,Mangaluru Central,--:--:--,0,08:30:00,0,0.0,72.0,321.0,1,MAQ,Mangaluru,MAO,Madgaon,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20646,Mangaluru Central-Madgaon Vande Bharat Express,2,UD,Udupi,09:48:00,2,09:50:00,72,72.0,190.0,249.0,1,MAQ,Mangaluru,MAO,Madgaon,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20646,Mangaluru Central-Madgaon Vande Bharat Express,3,KAWR,Karwar,12:08:00,2,12:10:00,262,262.0,59.0,59.0,1,MAQ,Mangaluru,MAO,Madgaon,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20646,Mangaluru Central-Madgaon Vande Bharat Express,4,MAO,Madgaon Junction,13:10:00,0,--:--:--,321,321.0,0.0,0.0,1,MAQ,Mangaluru,MAO,Madgaon,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20661,KSR Bengaluru-Dharwad Vande Bharat Express,1,SBC,KSR Bengaluru City Junction,--:--:--,0,05:45:00,0,0.0,5.0,490.0,8,SBC,KSR Bengaluru,DWR,Dharwad,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20661,KSR Bengaluru-Dharwad Vande Bharat Express,2,YPR,Yesvantpur Junction,05:55:00,2,05:57:00,5,5.0,66.0,485.0,3,SBC,KSR Bengaluru,DWR,Dharwad,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20661,KSR Bengaluru-Dharwad Vande Bharat Express,3,TK,Tumkur,06:32:00,2,06:34:00,71,71.0,255.0,419.0,4,SBC,KSR Bengaluru,DWR,Dharwad,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20661,KSR Bengaluru-Dharwad Vande Bharat Express,4,DVG,Davangere,09:15:00,2,09:17:00,326,326.0,68.0,164.0,1,SBC,KSR Bengaluru,DWR,Dharwad,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20661,KSR Bengaluru-Dharwad Vande Bharat Express,5,HVR,Haveri,10:10:00,2,10:12:00,394,394.0,75.0,96.0,1,SBC,KSR Bengaluru,DWR,Dharwad,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20661,KSR Bengaluru-Dharwad Vande Bharat Express,6,UBL,SSS Hubballi Junction,11:00:00,5,11:05:00,469,469.0,21.0,21.0,1,SBC,KSR Bengaluru,DWR,Dharwad,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20661,KSR Bengaluru-Dharwad Vande Bharat Express,7,DWR,Dharwad,12:10:00,0,--:--:--,490,490.0,0.0,0.0,1,SBC,KSR Bengaluru,DWR,Dharwad,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20662,Dharwad-KSR Bengaluru Vande Bharat Express,1,DWR,Dharwad,--:--:--,0,13:15:00,0,0.0,20.0,490.0,1,DWR,Dharwad,SBC,KSR Bengaluru,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20662,Dharwad-KSR Bengaluru Vande Bharat Express,2,UBL,SSS Hubballi Junction,13:35:00,5,13:40:00,20,20.0,75.0,470.0,1,DWR,Dharwad,SBC,KSR Bengaluru,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20662,Dharwad-KSR Bengaluru Vande Bharat Express,3,HVR,Haveri,14:40:00,2,14:42:00,95,95.0,69.0,395.0,2,DWR,Dharwad,SBC,KSR Bengaluru,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20662,Dharwad-KSR Bengaluru Vande Bharat Express,4,DVG,Davangere,15:38:00,2,15:40:00,164,164.0,255.0,326.0,1,DWR,Dharwad,SBC,KSR Bengaluru,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20662,Dharwad-KSR Bengaluru Vande Bharat Express,5,TK,Tumkur,18:18:00,2,18:20:00,419,419.0,66.0,71.0,4,DWR,Dharwad,SBC,KSR Bengaluru,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20662,Dharwad-KSR Bengaluru Vande Bharat Express,6,YPR,Yesvantpur Junction,18:58:00,2,19:00:00,485,485.0,5.0,5.0,3,DWR,Dharwad,SBC,KSR Bengaluru,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20662,Dharwad-KSR Bengaluru Vande Bharat Express,7,SBC,KSR Bengaluru City Junction,19:45:00,0,--:--:--,490,490.0,0.0,0.0,9,DWR,Dharwad,SBC,KSR Bengaluru,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20663,Mysuru-MGR Chennai Central Vande Bharat Express,1,MYS,Mysuru Junction,--:--:--,0,13:05:00,0,0.0,138.0,498.0,1,MYS,Mysuru,MAS,MGR Chennai,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20663,Mysuru-MGR Chennai Central Vande Bharat Express,2,SBC,KSR Bengaluru City Junction,14:45:00,5,14:50:00,138,138.0,224.0,360.0,7,MYS,Mysuru,MAS,MGR Chennai,8,"C1, C7, E1, C2, C6, C3, C4, C5"
